time,x,y,z
0.0,0.003613144159317,0.001535877585411,-0.0153074264526367
0.0099999,-0.0035930126905441,-0.0056613683700561,-0.0272779464721679
0.02,0.0084172189235687,-0.010539136826992,-0.020094871520996
0.0299999,-0.0013952180743217,0.0042837932705879,-0.0248842239379882
0.04,-0.0206152722239494,0.0090477690100669,-0.0272769927978515
0.0499999,0.0009607896208763,-0.010072499513626,-0.0177011489868164
0.06,-0.0038998052477836,-0.0172177925705909,-0.0105180740356445
0.0699999,-0.0108434483408927,-0.0023441910743713,-0.0057373046875
0.0799997,0.0111255422234535,-0.0019184425473213,-0.022505760192871
0.0899999,-0.0008540228009223,0.002831257879734,-0.0320825576782226
0.0999997,-0.0129181966185569,0.00748061388731,-0.0201091766357421
0.1099999,-0.0032888948917388,0.0074484571814537,-0.0057439804077148
0.1199997,0.0018153041601181,-0.0022422671318054,-0.0201120376586914
0.1299999,0.0090450122952461,0.019334852695465,-0.0272951126098632
0.14,-0.0052874833345413,0.0145988762378692,-0.02490234375
0.1499999,0.0067248865962028,-0.0068578943610191,-0.0177202224731445
0.1599997,-0.0077064111828804,0.0122707784175872,-0.0153255462646484
0.1699999,-0.0052990093827247,0.0069358944892883,-0.0081377029418945
0.1799997,-0.0459369495511055,-0.0102407410740852,-1.1669282913208008
0.1899999,0.0289246141910552,0.0323226451873779,-0.0991172790527343
0.2,0.0099660009145736,0.0020967423915863,0.5497226715087891
0.2099999,0.0097101554274559,-0.0272990241646766,-0.0392417907714843
0.2199997,0.0073401033878326,-0.048570517450571,-0.0607929229736328
0.2299999,-0.000239223241806,-0.0092841237783432,-0.0105190277099609
0.2399997,0.0283676087856292,0.0056737884879112,0.0325727462768554
0.2499999,0.0253526121377944,0.0252742618322372,-0.1038923263549804
0.2599997,0.019720621407032,0.0014282837510108,0.0086431503295898
0.2699999,0.001973234117031,-0.0106344372034072,-0.0727462768554687
0.2799997,-0.0081430822610855,0.0014426112174987,0.0158462524414062
0.2899999,-0.0200704932212829,-0.0082045570015907,-0.0104904174804687
0.2999997,-0.0248172804713249,0.0254048928618431,-0.0511932373046875
0.3099999,-0.0416424423456192,-0.0033507645130157,-0.0224609375
0.3199997,-0.000153549015522,0.0132450088858604,0.0661153793334961
0.3299999,-0.0259154886007308,0.0106363371014595,-0.1302146911621093
0.3399997,0.0084350928664207,0.0080075487494468,-0.0153017044067382
0.3499999,0.0041542947292327,0.0194774940609931,0.0230045318603515
0.3599997,-0.0171642303466796,0.0140314474701881,-0.0152997970581054
0.3699999,-0.0021962597966194,-0.005907580256462,-0.0009346008300781
0.3799997,0.0004498288035392,-0.0133902505040168,-0.0703659057617187
0.3899999,0.0224910825490951,-0.0040291994810104,-0.0200920104980468
0.3999997,0.0057036727666854,-0.0088513419032096,0.0230035781860351
0.4099999,0.0080204308032989,-0.0015704706311225,-0.0320615768432617
0.42,0.0319481864571571,-0.0159126222133636,-0.0464277267456054
0.4299999,0.0047204717993736,-0.0155032947659492,-0.0176906585693359
0.4399997,-0.0077308639883995,-0.0128356292843818,0.013437271118164
0.4499999,0.0018297582864761,-0.0129931718111038,-0.0344448089599609
0.4599997,-0.0055782720446586,-0.003001295030117,-0.0320510864257812
0.4699999,0.0061987116932868,-0.0024529322981834,-0.0105066299438476
0.4799997,0.0060308203101158,-0.0020516440272331,-0.0224790573120117
0.4899999,0.0081480219960212,0.0150744393467903,-0.0105085372924804
0.4999997,0.0033931285142898,0.0174410343170166,-0.0296621322631835
0.5099999,-0.0042464062571525,-0.0020282268524169,0.0038661956787109
0.5199997,-0.028216429054737,0.0170916318893432,-0.0200757980346679
0.5299999,-0.0089539438486099,0.0003670454025268,-0.0272598266601562
0.5399997,0.008271150290966,0.0049055218696594,-0.0344467163085937
0.5499999,-0.0180749148130416,0.0001594945788383,-0.0128984451293945
0.5599997,0.001106709241867,0.0241352468729019,-0.0105056762695312
0.5699999,-0.0056439936161041,0.023309476673603,-0.0200796127319335
0.5799997,0.0018420666456222,0.0272419229149818,-0.0152864456176757
0.5899999,-0.0075705051422119,0.0022745206952095,-0.0152797698974609
0.5999997,0.00945895165205,-0.0320725515484809,-0.0033025741577148
0.6099999,-0.0167874917387962,0.0014857575297355,-0.0128812789916992
0.6199997,0.0190535858273506,0.0134936869144439,-0.0272464752197265
0.6299999,-0.0049028024077415,0.0039400234818458,-0.0080928802490234
0.6399997,0.0022562369704246,-0.0032572224736213,-0.0152750015258789
0.6499999,-0.0048794075846672,0.0111375898122787,-0.017669677734375
0.6599997,-0.0048198699951171,-0.0012705475091934,-0.0320320129394531
0.6699999,-0.0023916438221931,-0.0084815770387649,-0.015273094177246
0.6799997,-1.8998980522e-06,0.0034703463315963,-0.0128774642944335
0.6899999,-0.0068485513329505,0.0006149560213088,-0.0320320129394531
0.6999997,0.0051796585321426,0.0006014704704284,-0.01287841796875
0.7099999,0.0124018788337707,-0.0090651884675025,-0.0248489379882812
0.7199997,0.0048197731375694,-0.0111846402287483,-0.0032987594604492
0.7299999,0.0167052149772644,-0.0064162239432334,-0.0272397994995117
0.7399997,0.0018455386161804,-0.0037258118391036,-0.010477066040039
0.7499999,0.0018166005611419,-0.0132558122277259,-0.0320243835449218
0.7599997,-0.0056047961115837,-0.0152922570705413,-0.0224485397338867
0.7699999,-0.0057010948657989,0.0090144351124763,-0.015268325805664
0.7799997,-0.0081750750541687,0.0071423798799514,-0.01287841796875
0.7899999,0.001673012971878,-0.0045294538140296,-0.024855613708496
