time,seconds_elapsed,z,y,x
1716738156045223400,0.388223388671875,9.806949615478516,0.0694318488240242,0.0694318488240242
1716738156055223300,0.398223388671875,9.809343338012695,0.0454898327589035,0.047884032130241394
1716738156065223400,0.408223388671875,9.794978141784668,0.05746084079146385,0.0694318488240242
1716738156075223300,0.418223388671875,9.783007621765137,0.05027823522686958,0.0694318488240242
1716738156085223400,0.428223388671875,9.783007621765137,0.05027823522686958,0.06464344263076782
1716738156095223300,0.438223388671875,9.809343338012695,0.06703764945268631,0.035913024097681046
1716738156105223400,0.448223388671875,9.794978141784668,0.06464344263076782,0.05746084079146385
1716738156115223300,0.458223388671875,9.785401344299316,0.05746084079146385,0.05506663769483566
1716738156125223400,0.468223388671875,9.790189743041992,0.07182604819536209,0.0694318488240242
1716738156135223600,0.4782236328125,9.797372817993164,0.06703764945268631,0.08140286058187485
1716738156145223400,0.488223388671875,9.78061294555664,0.05506663769483566,0.06464344263076782
1716738156155223600,0.4982236328125,9.775824546813965,0.05746084079146385,0.07422025501728058
1716738156165223400,0.508223388671875,9.799766540527344,0.05746084079146385,0.047884032130241394
1716738156175223600,0.5182236328125,9.806949615478516,0.05746084079146385,0.05267243832349777
1716738156185223400,0.528223388671875,9.785401344299316,0.05267243832349777,0.05746084079146385
1716738156195223600,0.5382236328125,9.785401344299316,0.06224924325942993,0.06703764945268631
1716738156205223400,0.548223388671875,9.792584419250488,0.07422025501728058,0.06464344263076782
1716738156215223600,0.5582236328125,9.785401344299316,0.05746084079146385,0.07182604819536209
1716738156225223400,0.568223388671875,9.80216121673584,0.05746084079146385,0.05746084079146385
1716738156235223600,0.5782236328125,9.80216121673584,0.05746084079146385,0.06464344263076782
1716738156245223400,0.588223388671875,9.799766540527344,0.05746084079146385,0.06703764945268631
1716738156255223600,0.5982236328125,9.797372817993164,0.05027823522686958,0.06703764945268631
1716738156265223400,0.608223388671875,9.787796020507812,0.05985504388809204,0.05027823522686958
1716738156275223600,0.6182236328125,9.797372817993164,0.038307227194309235,0.047884032130241394
1716738156285223400,0.628223388671875,9.792584419250488,0.07422025501728058,0.07422025501728058
1716738156295223600,0.6382236328125,9.80455493927002,0.07661445438861847,0.090979665517807
1716738156305223400,0.648223388671875,9.792584419250488,0.06703764945268631,0.0694318488240242
1716738156315223600,0.6582236328125,9.775824546813965,0.06464344263076782,0.06224924325942993
1716738156325223400,0.668223388671875,9.80216121673584,0.06464344263076782,0.05746084079146385
1716738156335223600,0.6782236328125,9.797372817993164,0.05027823522686958,0.05506663769483566
1716738156345223400,0.688223388671875,9.783007621765137,0.05267243832349777,0.07422025501728058
1716738156355223600,0.6982236328125,9.794978141784668,0.0454898327589035,0.05985504388809204
