x,y,z
0.11151809692382814,0.40625518798828125,9.745035095214844
0.10493179321289063,0.4025129699707031,9.725874938964845
0.1191522216796875,0.4005670166015625,9.729916534423829
0.09520202636718751,0.4028123474121094,9.737700347900391
0.09145980834960937,0.4071533203125,9.731263732910156
0.11750564575195313,0.4123924255371094,9.70701416015625
0.10882369995117189,0.41852966308593753,9.733958129882813
0.11241622924804688,0.4123924255371094,9.739496612548828
0.09056167602539063,0.40430923461914064,9.732311553955078
0.0975970458984375,0.39353164672851565,9.723779296875
0.08652008056640625,0.41269180297851565,9.73575439453125
0.0963995361328125,0.41388931274414065,9.706265716552736
0.10463241577148438,0.4058061218261719,9.730365600585937
0.12783416748046875,0.415535888671875,9.727521514892578
0.12588821411132814,0.4167333984375,9.726473693847657
0.14175521850585937,0.4014651489257813,9.726473693847657
0.13696517944335937,0.4249662780761719,9.76015365600586
0.11047027587890626,0.42167312622070313,9.751322021484375
0.09385482788085937,0.40161483764648437,9.699080657958985
0.085023193359375,0.4236190795898438,9.744136962890625
0.11421249389648438,0.4140390014648438,9.739197235107422
0.12319381713867188,0.4249662780761719,9.750423889160157
0.1285826110839844,0.4064048767089844,9.752369842529298
0.10029144287109376,0.40775207519531254,9.737850036621094
0.10687774658203125,0.42346939086914065,9.74578353881836
0.12678634643554687,0.4186793518066406,9.724527740478516
0.08517288208007813,0.4101470947265625,9.747579803466797
0.086220703125,0.4228706359863281,9.73425750732422
0.11301498413085938,0.4005670166015625,9.78365478515625
0.10089019775390626,0.4098477172851563,9.74967544555664
0.10972183227539063,0.39847137451171877,9.723030853271485
0.11076965332031251,0.4058061218261719,9.721084899902344
0.13397140502929689,0.3830534362792969,9.74099349975586
0.12244537353515626,0.415535888671875,9.732760620117189
0.09580078125000001,0.4149371337890625,9.737550659179687
0.09834548950195313,0.41149429321289066,9.726473693847657
0.11061996459960938,0.3944297790527344,9.719588012695313
0.11226654052734375,0.4046086120605469,9.743837585449219
0.13546829223632814,0.41284149169921874,9.745933227539062
0.1275347900390625,0.4358935546875,9.713899841308594
0.12963043212890626,0.40311172485351565,9.74862762451172
0.11870315551757814,0.40236328125000004,9.74817855834961
0.118553466796875,0.4164340209960938,9.727671203613282
0.11256591796875001,0.415535888671875,9.774972839355469
0.10223739624023438,0.41269180297851565,9.734107818603515
0.12005035400390626,0.42586441040039064,9.746681671142579
0.12079879760742188,0.4207749938964844,9.742789764404298
0.113763427734375,0.40386016845703127,9.738897857666016
0.10927276611328125,0.4040098571777344,9.738299102783204
0.09714797973632813,0.4099974060058594,9.737550659179687
0.09624984741210937,0.41763153076171877,9.734556884765626
0.09804611206054688,0.40191421508789066,9.749825134277344
0.10538085937500001,0.4029620361328125,9.735155639648438
0.11061996459960938,0.4171824645996094,9.736951904296875
0.11840377807617188,0.4052073669433594,9.737850036621094
0.12079879760742188,0.40071670532226566,9.730515289306641
0.11271560668945313,0.4079017639160156,9.735904083251954
0.12184661865234375,0.4101470947265625,9.719588012695313
0.11076965332031251,0.4017645263671875,9.74009536743164
0.10672805786132813,0.41882904052734377,9.742789764404298
0.111368408203125,0.4070036315917969,9.7381494140625
0.10433303833007813,0.41029678344726567,9.732012176513672
0.10508148193359376,0.39951919555664067,9.740394744873047
0.10627899169921876,0.40086639404296875,9.743687896728517
0.11840377807617188,0.39847137451171877,9.72707244873047
0.10702743530273438,0.4129911804199219,9.732311553955078
0.11361373901367187,0.40505767822265626,9.739945678710939
0.11241622924804688,0.4070036315917969,9.745933227539062
0.130528564453125,0.4129911804199219,9.748028869628907
0.11511062622070313,0.41164398193359375,9.73425750732422
0.10597961425781251,0.4147874450683594,9.741143188476563
0.1047821044921875,0.4087998962402344,9.737850036621094
0.12349319458007812,0.41194335937500004,9.735005950927734
0.11780502319335938,0.41628433227539063,9.72617431640625
0.10523117065429688,0.39966888427734376,9.733059997558595
0.10822494506835938,0.4110452270507813,9.73620346069336
0.04580474853515625,0.45939468383789067,9.807006225585939
0.11481124877929688,0.4640350341796875,9.940977630615235
0.11211685180664063,0.39847137451171877,9.74099349975586
0.1215472412109375,0.4164340209960938,9.746382293701172
