time,seconds_elapsed,dBFS
1717857504437000000,0.028,-53.16706466674805
1717857504551000000,0.142,-52.799766540527344
1717857504651000000,0.242,-52.20475387573242
1717857504752000000,0.343,-52.72029113769531
1717857504852000000,0.443,-49.42259979248047
1717857504952000000,0.543,-51.7557487487793
1717857505069000000,0.66,-47.03168869018555
1717857505185000000,0.776,-50.5887336730957
1717857505285000000,0.876,-48.76837921142578
1717857505385000000,0.976,-51.55968475341797
1717857505485000000,1.076,-53.36126708984375
1717857505585000000,1.176,-36.15058898925781
1717857505685000000,1.276,-39.42226791381836
1717857505785000000,1.376,-43.21772003173828
1717857505885000000,1.476,-46.898284912109375
1717857506001000000,1.592,-49.56022644042969
1717857506101000000,1.692,-51.78982925415039
1717857506201000000,1.792,-50.64470672607422
1717857506301000000,1.892,-52.378170013427734
1717857506401000000,1.992,-48.94512176513672
1717857506501000000,2.092,-27.564796447753906
1717857506601000000,2.192,-31.359901428222656
1717857506701000000,2.292,-36.08601760864258
1717857506800000000,2.391,-40.42043685913086
1717857506901000000,2.492,-43.57550811767578
1717857507000000000,2.591,-46.60960006713867
1717857507117000000,2.708,-49.57304763793945
1717857507217000000,2.808,-52.02870559692383
1717857507324000000,2.915,-53.41606521606445
1717857507433000000,3.024,-31.184837341308594
1717857507533000000,3.124,-35.43369674682617
1717857507633000000,3.224,-39.60608673095703
1717857507750000000,3.341000244140625,-43.69668960571289
1717857507849000000,3.44,-47.04997634887695
1717857507950000000,3.541000244140625,-46.51994323730469
1717857508050000000,3.640999755859375,-49.86589431762695
1717857508166000000,3.757000244140625,-51.97321319580078
1717857508266000000,3.856999755859375,-46.05759048461914
1717857508366000000,3.957000244140625,-31.588573455810547
1717857508466000000,4.056999755859375,-36.02516174316406
1717857508566000000,4.157000244140625,-38.871219635009766
1717857508666000000,4.256999755859375,-42.95490646362305
1717857508766000000,4.357000244140625,-46.210418701171875
1717857508866000000,4.456999755859375,-47.370452880859375
1717857508965000000,4.556,-47.16004180908203
1717857509082000000,4.672999755859375,-47.15878677368164
1717857509182000000,4.773000244140625,-48.83351516723633
1717857509282000000,4.872999755859375,-38.92823791503906
1717857509389000000,4.98,-41.83891296386719
1717857509498000000,5.088999755859375,-45.0989875793457
1717857509615000000,5.206,-48.16020965576172
1717857509715000000,5.306,-49.56517028808594
1717857509815000000,5.406,-45.707401275634766
1717857509915000000,5.506,-46.969764709472656
1717857510015000000,5.606,-47.10880661010742
1717857510115000000,5.706,-49.44306182861328
1717857510215000000,5.806,-42.25715637207031
1717857510315000000,5.906,-43.77410888671875
1717857510421000000,6.012,-46.35463333129883
1717857510531000000,6.122,-48.76679611206055
1717857510631000000,6.222,-44.083553314208984
1717857510731000000,6.322,-43.175315856933594
1717857510831000000,6.422,-45.5295295715332
1717857510931000000,6.522,-47.66787338256836
1717857511031000000,6.622,-48.85189437866211
1717857511131000000,6.722,-49.551513671875
1717857511231000000,6.822,-24.995134353637695
1717857511330000000,6.920999755859375,-29.6342716217041
1717857511452000000,7.043,-35.25823974609375
1717857511547000000,7.138,-38.64934158325195
1717857511647000000,7.238,-42.33230972290039
1717857511747000000,7.338,-44.669612884521484
1717857511846000000,7.437000244140625,-46.039981842041016
1717857511947000000,7.538,-47.571678161621094
1717857512063000000,7.654,-49.477806091308594
1717857512163000000,7.754,-45.484615325927734
1717857512263000000,7.854,-47.38654327392578
1717857512363000000,7.954,-48.99486541748047
1717857512464000000,8.055,-47.3951301574707
1717857512579000000,8.17,-48.85297393798828
1717857512696000000,8.287,-46.77880859375
1717857512796000000,8.387,-38.04499053955078
1717857512896000000,8.487,-40.834136962890625
1717857512996000000,8.587,-43.83738708496094
1717857513096000000,8.687,-47.02254867553711
1717857513196000000,8.787,-44.95091247558594
1717857513296000000,8.887,-48.055660247802734
1717857513395000000,8.986,-50.30886459350586
1717857513517000000,9.108,-48.044219970703125
1717857513612000000,9.203,-49.46656799316406
1717857513712000000,9.303,-43.39128112792969
1717857513812000000,9.403,-45.423423767089844
1717857513911000000,9.502,-38.34965896606445
1717857514028000000,9.619,-41.71533966064453
1717857514128000000,9.719,-44.51228332519531
1717857514228000000,9.819,-44.60325622558594
1717857514328000000,9.919,-46.889976501464844
1717857514428000000,10.019,-49.30950164794922
1717857514528000000,10.119,-46.673282623291016
1717857514628000000,10.219,-49.33808517456055
1717857514727000000,10.318,-47.3825798034668
1717857514844000000,10.435,-46.108123779296875
1717857514944000000,10.535,-41.051124572753906
1717857515044000000,10.635,-44.3696403503418
1717857515144000000,10.735,-46.31855773925781
1717857515260000000,10.851,-49.01737594604492
1717857515377000000,10.968,-48.356590270996094
1717857515477000000,11.068,-50.10552215576172
1717857515584000000,11.175,-48.684261322021484
1717857515693000000,11.284,-50.12599182128906
1717857515810000000,11.400999755859376,-47.60419845581055
1717857515910000000,11.501000244140625,-41.173213958740234
1717857516010000000,11.600999755859375,-43.43867874145508
1717857516110000000,11.701000244140625,-46.208892822265625
1717857516210000000,11.800999755859374,-46.35327911376953
1717857516310000000,11.901000244140626,-48.30953598022461
1717857516410000000,12.000999755859375,-49.44215393066406
1717857516510000000,12.101000244140625,-48.76980209350586
1717857516626000000,12.216999755859375,-48.097557067871094
1717857516726000000,12.317000244140624,-45.97574996948242
1717857516826000000,12.416999755859376,-47.23031234741211
1717857516926000000,12.517000244140625,-41.740997314453125
1717857517025000000,12.616,-44.834259033203125
1717857517126000000,12.717000244140625,-47.21726608276367
1717857517225000000,12.816,-48.797672271728516
1717857517342000000,12.933000244140626,-47.93332290649414
1717857517442000000,13.032999755859375,-48.36506271362305
1717857517542000000,13.133000244140625,-47.370880126953125
1717857517648000000,13.239,-49.55304718017578
1717857517758000000,13.349000244140624,-46.03450012207031
1717857517877000000,13.468,-35.68486404418945
1717857517991000000,13.582,-39.44692611694336
1717857518091000000,13.682,-43.01171112060547
1717857518208000000,13.799,-45.52986526489258
1717857518308000000,13.899,-47.6898193359375
1717857518408000000,13.999,-48.226497650146484
1717857518508000000,14.099,-45.21272659301758
1717857518624000000,14.215,-48.30064392089844
1717857518741000000,14.332,-47.69598388671875
1717857518841000000,14.432,-35.91279602050781
1717857518941000000,14.532,-39.66630935668945
1717857519041000000,14.632,-42.5956916809082
1717857519141000000,14.732,-45.177181243896484
1717857519240000000,14.831,-44.98534393310547
1717857519357000000,14.948,-47.361839294433594
1717857519457000000,15.048,-47.4110221862793
1717857519557000000,15.148,-48.98170471191406
1717857519657000000,15.248,-47.96402359008789
1717857519757000000,15.348,-49.074771881103516
1717857519857000000,15.448,-38.12409591674805
1717857519957000000,15.548,-41.40382385253906
1717857520073000000,15.664,-44.82758712768555
1717857520173000000,15.764,-46.252288818359375
1717857520273000000,15.864,-47.049259185791016
1717857520373000000,15.964,-48.27375411987305
1717857520473000000,16.064,-45.17399978637695
1717857520573000000,16.164,-46.894100189208984
1717857520673000000,16.264,-45.212215423583984
1717857520773000000,16.364,-29.29603385925293
1717857520873000000,16.464,-32.69119644165039
1717857520972000000,16.563,-37.318809509277344
1717857521089000000,16.68,-41.06446075439453
1717857521189000000,16.78,-44.27330017089844
1717857521289000000,16.88,-46.226837158203125
1717857521406000000,16.997000244140626,-47.30561828613281
1717857521522000000,17.112999755859374,-49.67657470703125
1717857521622000000,17.213000244140623,-45.93536376953125
1717857521721000000,17.312,-35.96385955810547
1717857521822000000,17.413000244140626,-39.564456939697266
1717857521938000000,17.528999755859374,-43.45136642456055
1717857522055000000,17.646,-46.03738021850586
1717857522155000000,17.746,-46.90742874145508
1717857522255000000,17.846,-47.88969802856445
1717857522355000000,17.946,-49.99400329589844
1717857522455000000,18.046,-48.781219482421875
1717857522555000000,18.146,-50.45979309082031
1717857522654000000,18.245000244140623,-47.22042465209961
1717857522771000000,18.362,-35.080047607421875
1717857522871000000,18.462,-38.55206298828125
1717857522971000000,18.562,-42.34585952758789
1717857523071000000,18.662,-44.604095458984375
1717857523171000000,18.762,-47.398677825927734
1717857523271000000,18.862,-46.63675308227539
1717857523370000000,18.960999755859376,-48.8540153503418
1717857523487000000,19.078,-49.87460708618164
1717857523587000000,19.178,-48.85023498535156
1717857523687000000,19.278,-46.98836898803711
1717857523787000000,19.378,-32.463157653808594
1717857523887000000,19.478,-36.56166076660156
1717857523986000000,19.576999755859376,-39.54623794555664
1717857524087000000,19.678,-43.36986541748047
