version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,iPhone 14,1717858487041,2024-06-08_14-54-47,Asia/Seoul,ios,1.35,258a39ea-fa08-4eee-82d0-c5d4fe584ee9,Accelerometer|Gyroscope|Microphone|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,0|0|100||0|0,true
