time,seconds_elapsed,dBFS
1717858487140000000,0.099,-52.76919174194336
1717858487240000000,0.199,-53.02639389038086
1717858487341000000,0.3,-52.80573272705078
1717858487457000000,0.416,-53.327640533447266
1717858487558000000,0.517000244140625,-55.63715362548828
1717858487657000000,0.616,-55.55659866333008
1717858487757000000,0.716,-53.046077728271484
1717858487857000000,0.816,-55.188533782958984
1717858487957000000,0.916,-49.72755813598633
1717858488074000000,1.032999755859375,-52.23372268676758
1717858488173000000,1.132,-49.70806884765625
1717858488274000000,1.232999755859375,-50.963130950927734
1717858488389000000,1.348,-19.222148895263672
1717858488506000000,1.464999755859375,-24.239593505859375
1717858488606000000,1.565000244140625,-28.9868106842041
1717858488706000000,1.664999755859375,-33.61521911621094
1717858488806000000,1.765000244140625,-37.31670379638672
1717858488906000000,1.864999755859375,-41.660545349121094
1717858489006000000,1.965000244140625,-45.159202575683594
1717858489106000000,2.064999755859375,-47.151527404785156
1717858489206000000,2.165000244140625,-48.103172302246094
1717858489322000000,2.280999755859375,-45.70481491088867
1717858489422000000,2.381000244140625,-31.385128021240234
1717858489522000000,2.480999755859375,-36.09307098388672
1717858489622000000,2.581000244140625,-39.05232238769531
1717858489722000000,2.680999755859375,-42.39945602416992
1717858489822000000,2.781000244140625,-44.69094467163086
1717858489922000000,2.880999755859375,-47.87739562988281
1717858490022000000,2.981000244140625,-50.036155700683594
1717858490128000000,3.087,-48.77088928222656
1717858490238000000,3.197000244140625,-46.957862854003906
1717858490338000000,3.296999755859375,-49.391693115234375
1717858490438000000,3.397000244140625,-28.175825119018555
1717858490538000000,3.496999755859375,-31.650531768798828
1717858490638000000,3.597000244140625,-36.102230072021484
1717858490755000000,3.714,-40.88835525512695
1717858490855000000,3.814,-43.46383285522461
1717858490954000000,3.912999755859375,-46.663818359375
1717858491054000000,4.013000244140625,-45.1867561340332
1717858491161000000,4.12,-47.30480194091797
1717858491271000000,4.23,-45.558387756347656
1717858491387000000,4.346,-31.230459213256836
1717858491487000000,4.446,-34.82243347167969
1717858491587000000,4.546,-38.04896545410156
1717858491687000000,4.646,-41.104278564453125
