time,seconds_elapsed,dBFS
1717857925488000000,0.037,-60.470054626464844
1717857925598000000,0.147000244140625,-55.77360153198242
1717857925715000000,0.264,-50.744625091552734
1717857925816000000,0.365,-52.7532844543457
1717857925931000000,0.48,-51.33734893798828
1717857926031000000,0.58,-53.83477020263672
1717857926148000000,0.697,-55.48817443847656
1717857926248000000,0.797,-50.87630081176758
1717857926348000000,0.897,-51.509944915771484
1717857926447000000,0.996,-52.72417449951172
1717857926548000000,1.097,-53.311771392822266
1717857926648000000,1.197,-50.72968673706055
1717857926748000000,1.297,-52.05712127685547
1717857926864000000,1.413,-21.825153350830078
1717857926964000000,1.513,-25.775707244873047
1717857927063000000,1.612,-30.715808868408203
1717857927163000000,1.712,-35.49277877807617
1717857927263000000,1.812,-38.99464416503906
1717857927363000000,1.912,-43.31590270996094
1717857927463000000,2.012,-46.59992599487305
1717857927580000000,2.129,-48.770782470703125
1717857927680000000,2.229,-51.22293472290039
1717857927780000000,2.329,-50.81493377685547
1717857927879000000,2.428,-24.085325241088867
1717857927979000000,2.528,-28.958702087402344
1717857928079000000,2.628,-33.860023498535156
1717857928179000000,2.728,-37.47431945800781
1717857928296000000,2.845,-42.695980072021484
1717857928396000000,2.945,-46.16122055053711
1717857928496000000,3.045,-49.14657974243164
1717857928596000000,3.145,-51.63236999511719
1717857928712000000,3.261,-49.47882843017578
1717857928829000000,3.378,-27.895278930664062
1717857928929000000,3.478,-32.47257614135742
1717857929029000000,3.578,-36.058956146240234
1717857929128000000,3.677,-40.42795944213867
1717857929229000000,3.778,-44.412635803222656
1717857929328000000,3.877,-46.886741638183594
1717857929428000000,3.977,-49.09400177001953
1717857929528000000,4.077,-50.325714111328125
1717857929645000000,4.194,-52.50499725341797
1717857929745000000,4.294,-49.32172393798828
1717857929845000000,4.394,-31.091421127319336
1717857929945000000,4.494,-35.60805892944336
1717857930045000000,4.594,-40.29551696777344
1717857930145000000,4.694,-44.250694274902344
1717857930244000000,4.793,-46.8721809387207
1717857930344000000,4.893,-49.36164855957031
1717857930444000000,4.993,-50.05540466308594
1717857930561000000,5.11,-50.87842559814453
1717857930661000000,5.21,-50.5419807434082
1717857930761000000,5.31,-48.06608200073242
1717857930860000000,5.409,-36.32863998413086
1717857930960000000,5.509,-40.4808464050293
1717857931060000000,5.609,-43.30889892578125
1717857931160000000,5.709,-46.62340545654297
1717857931260000000,5.809,-49.54829788208008
1717857931376000000,5.925,-51.46537780761719
1717857931476000000,6.025,-51.803192138671875
1717857931576000000,6.125,-51.058834075927734
1717857931677000000,6.226,-52.400516510009766
1717857931776000000,6.325,-23.05305290222168
1717857931876000000,6.425,-27.753828048706055
1717857931976000000,6.525,-31.612442016601562
1717857932076000000,6.625,-36.257713317871094
1717857932176000000,6.725,-40.511314392089844
1717857932276000000,6.825,-43.42215347290039
1717857932392000000,6.941,-47.22296142578125
1717857932492000000,7.041,-49.24292755126953
1717857932595000000,7.144,-50.99992370605469
1717857932709000000,7.258,-26.982074737548828
1717857932825000000,7.374,-31.459264755249023
1717857932925000000,7.474,-36.09425354003906
1717857933026000000,7.574999755859375,-39.96200942993164
1717857933125000000,7.674,-42.9285774230957
1717857933225000000,7.774,-46.5953369140625
1717857933325000000,7.874,-48.9675178527832
1717857933426000000,7.974999755859375,-49.942596435546875
1717857933526000000,8.075000244140625,-52.0416145324707
1717857933633000000,8.182,-24.910165786743164
1717857933742000000,8.291000244140625,-29.61942481994629
1717857933842000000,8.390999755859376,-34.27897644042969
1717857933941000000,8.49,-38.35219955444336
1717857934041000000,8.59,-41.04020309448242
1717857934141000000,8.69,-44.877262115478516
1717857934241000000,8.79,-47.076717376708984
1717857934341000000,8.89,-49.053775787353516
1717857934458000000,9.006999755859376,-52.367286682128906
1717857934558000000,9.107000244140625,-48.08115768432617
1717857934665000000,9.214,-28.051532745361328
1717857934774000000,9.323000244140625,-33.55690002441406
1717857934891000000,9.44,-37.93565368652344
1717857934991000000,9.54,-42.069908142089844
1717857935091000000,9.64,-45.08946228027344
1717857935191000000,9.74,-46.56532669067383
1717857935290000000,9.838999755859374,-48.460777282714844
1717857935390000000,9.939000244140624,-50.91151428222656
1717857935490000000,10.038999755859376,-52.19363021850586
1717857935590000000,10.139000244140625,-49.8935432434082
1717857935706000000,10.254999755859375,-33.459476470947266
1717857935806000000,10.355000244140625,-37.93244552612305
1717857935906000000,10.454999755859374,-41.784019470214844
1717857936006000000,10.555000244140626,-44.6497802734375
1717857936107000000,10.656,-47.476165771484375
1717857936223000000,10.772,-47.654136657714844
1717857936323000000,10.872,-49.34486389160156
1717857936423000000,10.972,-51.277687072753906
1717857936523000000,11.072,-53.206871032714844
1717857936623000000,11.172,-33.35886001586914
1717857936730000000,11.278999755859376,-36.913536071777344
1717857936839000000,11.388,-41.0550537109375
1717857936955000000,11.504,-45.08561325073242
1717857937056000000,11.605,-47.79896545410156
1717857937155000000,11.704,-49.7679557800293
1717857937255000000,11.804,-49.5969123840332
1717857937355000000,11.904,-50.876014709472656
1717857937472000000,12.021,-50.120609283447266
1717857937588000000,12.137,-49.257484436035156
1717857937688000000,12.237,-47.9339485168457
1717857937788000000,12.337,-27.822853088378906
1717857937905000000,12.454,-32.526344299316406
1717857938004000000,12.553,-37.065670013427734
1717857938105000000,12.654,-41.22214126586914
1717857938204000000,12.753,-43.89894104003906
1717857938304000000,12.853,-46.99578857421875
1717857938404000000,12.953,-49.8930778503418
1717857938504000000,13.053,-48.02440643310547
1717857938623000000,13.172,-50.415279388427734
1717857938721000000,13.27,-28.663442611694336
1717857938820000000,13.369,-32.0962028503418
1717857938920000000,13.469,-36.67763900756836
1717857939020000000,13.569,-40.89181137084961
1717857939120000000,13.669,-43.591609954833984
1717857939220000000,13.769,-46.649085998535156
1717857939320000000,13.869,-48.95207595825195
1717857939437000000,13.986,-47.647090911865234
1717857939537000000,14.086,-48.434783935546875
1717857939637000000,14.186,-49.95654296875
1717857939736000000,14.285,-12.658125877380371
1717857939836000000,14.385,-17.66851234436035
1717857939953000000,14.502,-22.72442626953125
1717857940053000000,14.602,-27.713468551635742
1717857940153000000,14.702,-32.56504440307617
1717857940253000000,14.802,-36.20392608642578
1717857940352000000,14.901,-40.5666389465332
1717857940453000000,15.002,-43.92431640625
1717857940552000000,15.101,-46.29465866088867
1717857940652000000,15.201,-48.2509651184082
1717857940752000000,15.301,-47.1917839050293
1717857940869000000,15.418,-24.40570640563965
1717857940969000000,15.518,-29.327869415283203
1717857941069000000,15.618,-34.16213607788086
1717857941168000000,15.717,-37.58744812011719
1717857941268000000,15.817,-41.73194885253906
1717857941368000000,15.917,-45.41976547241211
1717857941468000000,16.017,-47.74224090576172
1717857941568000000,16.117,-48.98794174194336
1717857941685000000,16.234,-50.80097198486328
1717857941785000000,16.334,-50.2411003112793
1717857941891000000,16.44,-22.65178871154785
1717857942001000000,16.55,-27.45710563659668
1717857942101000000,16.65,-32.33832550048828
1717857942217000000,16.766,-37.01627731323242
1717857942317000000,16.866,-41.286128997802734
1717857942417000000,16.966,-40.9752082824707
1717857942517000000,17.066,-22.38743782043457
1717857942634000000,17.182999755859374,-17.203624725341797
1717857942734000000,17.283000244140624,-19.815401077270508
1717857942834000000,17.382999755859377,-18.724872589111328
1717857942934000000,17.483000244140626,-16.823427200317383
1717857943034000000,17.582999755859376,-20.93545150756836
1717857943134000000,17.683000244140626,-24.594268798828125
1717857943233000000,17.782,-29.16476058959961
1717857943333000000,17.882,-33.89974594116211
1717857943433000000,17.982,-37.600189208984375
1717857943550000000,18.099000244140626,-42.39668655395508
1717857943650000000,18.198999755859376,-45.448631286621094
1717857943750000000,18.299000244140625,-47.49348831176758
1717857943849000000,18.398,-47.2941780090332
1717857943956000000,18.505,-49.42597961425781
1717857944066000000,18.614999755859376,-25.411100387573242
1717857944166000000,18.715000244140626,-30.18514060974121
1717857944266000000,18.814999755859375,-33.92795944213867
1717857944365000000,18.914,-38.340457916259766
1717857944465000000,19.014,-41.88776397705078
1717857944565000000,19.114,-45.28496170043945
1717857944665000000,19.214,-47.76292037963867
1717857944765000000,19.314,-48.38302993774414
1717857944865000000,19.414,-46.79383087158203
1717857944987000000,19.536,-48.84743881225586
1717857945082000000,19.630999755859374,-23.563810348510742
1717857945182000000,19.731000244140624,-27.216083526611328
1717857945281000000,19.83,-32.10121154785156
1717857945381000000,19.93,-36.79712677001953
1717857945481000000,20.03,-39.868499755859375
1717857945581000000,20.13,-43.86109924316406
1717857945698000000,20.246999755859374,-47.576904296875
1717857945798000000,20.347000244140624,-48.55863952636719
1717857945898000000,20.446999755859373,-44.529388427734375
1717857945997000000,20.546,-41.54967498779297
1717857946097000000,20.646,-42.762413024902344
1717857946197000000,20.746,-23.26323699951172
1717857946297000000,20.846,-28.117149353027344
1717857946414000000,20.963000244140623,-32.89724349975586
1717857946514000000,21.062999755859376,-37.47321701049805
1717857946614000000,21.163000244140626,-41.66781997680664
1717857946713000000,21.262,-44.216766357421875
1717857946813000000,21.362,-47.494998931884766
1717857946913000000,21.462,-46.862640380859375
1717857947013000000,21.562,-48.219730377197266
1717857947113000000,21.662,-45.162567138671875
1717857947230000000,21.779000244140626,-22.751497268676758
1717857947330000000,21.878999755859375,-27.37445068359375
