time,seconds_elapsed,z,y,x
1717857925557661700,0.10666162109375,0.03963526029586792,-0.01646313208825886,-0.04282938472863752
1717857925567702800,0.116702880859375,0.01823474487066269,-0.013848127284273504,-0.038315286571369504
1717857925577744000,0.126743896484375,0.008055880683660506,-0.015979330626688895,-0.03128839730899781
1717857925587784000,0.136783935546875,0.01852875938117504,-0.015333945395238696,-0.035157886552950365
1717857925597824800,0.14682470703125,0.02271802776455879,-0.020721812446042893,-0.02638767445432022
1717857925607865900,0.156865966796875,0.007903320470452307,-0.020267748535610735,-0.04920600708846468
1717857925617906700,0.16690673828125,0.010745265898108482,-0.009018551703356206,-0.028990468230703843
1717857925627946800,0.17694677734375,0.0459101027816534,-0.017714447323605418,-0.025336868493445217
1717857925637987800,0.18698779296875,0.02166939549446106,-0.014141849533841013,-0.0344555378367193
1717857925648029000,0.19702880859375,0.01732932046353817,-0.014871040591225028,-0.02217518502555322
1717857925658069800,0.20706982421875,0.029147184029221535,-0.012247048763185739,-0.026216071613924575
1717857925668109800,0.21710986328125,0.03333528336882591,-0.021337496658973394,-0.0232938411914045
1717857925678151000,0.22715087890625,0.010437807384133338,-0.019237309509329496,-0.028972731644613666
1717857925688192000,0.23719189453125,0.023753800553083418,-0.019187880877032874,-0.03792763439407572
1717857925698232800,0.24723291015625,0.02150982101857662,-0.0093270331306383,-0.028554387501534072
1717857925708273000,0.25727294921875,0.01298047760426998,-0.011558080118335782,-0.021364754558657294
1717857925718314000,0.26731396484375,0.04784311667084694,-0.011170834366418421,-0.02635205058509018
1717857925728354800,0.277354736328125,0.03901157543957233,-0.022016236170753836,-0.032404733653599395
1717857925738396000,0.28739599609375,0.01476911458671093,-0.017929660976864395,-0.023305938054574652
1717857925748436000,0.29743603515625,0.03691372637748718,-0.016678163078427313,-0.0344100501606008
1717857925758477000,0.30747705078125,0.040053777968883514,-0.01180069323517382,-0.027846609124937093
1717857925768518000,0.317517822265625,0.04528934053480625,-0.012023651803471147,-0.03788264447487891
1717857925778559000,0.32755908203125,0.023141806134581566,-0.008825659479759633,-0.022517655487405135
1717857925788598800,0.337598876953125,0.02673135505914688,-0.03136792881861329,-0.03400415907371789
1717857925798639900,0.347639892578125,0.02148994727432728,-0.0053504211172461505,-0.023840656852629035
1717857925808680700,0.3576806640625,0.011461305212974547,-0.015444968021661043,-0.026242178736138155
1717857925818720800,0.367720703125,0.011310498565435409,-0.02424264351595193,-0.02786385252068285
1717857925828761900,0.377761962890625,0.01834229689836502,-0.027961992832645773,-0.029876886543259023
1717857925838802700,0.387802734375,0.028516484910249707,-0.031078334754891693,-0.04132197584037203
1717857925848843800,0.39784375,0.0297106631308794,-0.01227722470574081,-0.03954580561385956
1717857925858883800,0.4078837890625,0.005021043032407761,-0.021869338513351974,-0.03134952551224269
1717857925868925000,0.417925048828125,0.013850246176123618,-0.029953239715099333,-0.02933739567196462
1717857925878965800,0.4279658203125,0.03000993833839893,-0.026762626980245112,-0.02949610706474632
1717857925889006800,0.4380068359375,0.025817747345566747,-0.0005166442852467298,-0.029787514059641397
1717857925899047000,0.448046875,0.021177228063344954,-0.00896557940710336,-0.026718102851929142
1717857925909088000,0.458087890625,0.014742226579785345,-0.008954948415234684,-0.02712864728104323
1717857925919128800,0.46812890625,0.01339139649271965,-0.017818126893788575,-0.032637834589998235
1717857925929170000,0.478169921875,0.03433656936585903,-0.011388239976763725,-0.028478139360970815
1717857925939210000,0.4882099609375,0.024459318473935125,-0.031409977862052615,-0.033410001706006005
1717857925949250800,0.498250732421875,0.000218026664853096,-0.03410568321943283,-0.03368499185563996
1717857925959292000,0.5082919921875,0.021013561934232712,-0.013922434629499911,-0.03312649488977622
1717857925969333000,0.5183330078125,0.057822074371576306,-0.022084954025410115,-0.034150015551503744
1717857925979373000,0.528373046875,0.04285539138615131,-0.014361081775091588,-0.02785673779330682
1717857925989414000,0.538413818359375,0.012628595426678657,-0.0011643310716375709,-0.01840125597740989
1717857925999455000,0.548455078125,0.005595043528079986,-0.01792103927899152,-0.012241463839192874
1717857926009496000,0.55849609375,0.030285248148441312,-0.016413411195017397,-0.024402377822040577
1717857926019536000,0.568535888671875,0.05332827008366584,-0.006328289706073701,-0.027782375649153253
1717857926029576700,0.57857666015625,0.0292401230096817,-0.019599968809261917,-0.04441510585038923
1717857926039617800,0.58861767578125,0.0015606734454631805,-0.018952062827162445,-0.04622507788180373
1717857926049659000,0.598658935546875,0.005001753810048103,-0.030631431237608194,-0.02835926678823307
1717857926059699000,0.608698974609375,0.030440730971097944,-0.03318078692685812,-0.033768222292838615
1717857926069739800,0.61873974609375,0.029244214662909506,-0.010897314654663204,-0.02824591064082924
1717857926079780900,0.62878076171875,0.016973931154608726,-0.0117978436909616,-0.030074176380760036
1717857926089821700,0.63882177734375,0.015474632507562636,0.009526282029785215,-0.02327963000296149
1717857926099861800,0.64886181640625,0.012182020702958107,-0.005411138328537344,-0.02420290516060777
1717857926109902800,0.65890283203125,0.023104981255531308,-0.007784845189936458,-0.02942342085444834
1717857926119944000,0.66894384765625,0.04524959304630756,-0.012376958753168582,-0.03839212380039971
1717857926129984800,0.67898486328125,0.029389760613441465,-0.024400427893549202,-0.024605225184070878
1717857926140024800,0.68902490234375,0.002457330024242401,-0.022826821901276707,-0.03101871352214366
1717857926150066000,0.69906591796875,0.019516601374745368,-0.012517280539311467,-0.03732169069044757
1717857926160107000,0.70910693359375,0.027447394374012946,-0.01580883289799094,-0.024742715692310593
1717857926170147800,0.71914794921875,0.026698037311434743,-0.012335384633764624,-0.02175226517205592
1717857926180188000,0.72918798828125,0.012484218519926071,-0.012243906958028673,-0.023725971831241623
1717857926190229000,0.73922900390625,0.010092354947328568,-0.012147314715757966,-0.027673823541030287
1717857926200269800,0.749269775390625,0.01907294926047325,-0.010581453638523816,-0.0242304690209683
1717857926210311000,0.759310791015625,0.04810264438986778,-0.02060735575351864,-0.03094115020732861
1717857926220351000,0.76935107421875,0.04121814557313919,-0.013532996920496225,-0.03287777169256005
1717857926230392000,0.77939208984375,0.010393383720517157,-0.023587504075467586,-0.03525378467547707
1717857926240433000,0.789432861328125,0.01293430037498474,-0.01601169852633029,-0.03139454739748034
1717857926250474000,0.799473876953125,0.02864800233542919,-0.01697046055588871,-0.02208486269386485
1717857926260513800,0.809513671875,0.02176642612814903,-0.018214542332850397,-0.032744139942107724
1717857926270555000,0.819554931640625,0.031195348730683324,-0.00810991242583841,-0.019634642830421215
1717857926280595700,0.829595703125,0.03254325620830059,-0.011002017138153315,-0.017230129838804713
1717857926290636800,0.83963671875,0.021772271347045898,-0.018715806385874747,-0.030727279127785005
1717857926300676900,0.8496767578125,0.030599720925092694,-0.008786277317442,-0.028511260745860634
1717857926310718000,0.859718017578125,0.03299509162902832,-0.017781521210446953,-0.02710298311682418
1717857926320759000,0.869759033203125,0.03209726600646973,-0.03186192288063466,-0.04040495232699905
1717857926330800000,0.879800048828125,0.01279401512145996,-0.016588438968360424,-0.039265454302518626
1717857926340840200,0.889840087890625,0.02132511210143566,-0.017081446649692952,-0.0319917598053813
1717857926350881000,0.899881103515625,0.025967969471216202,-0.011072926949895917,-0.02463142363782972
1717857926360922000,0.909922119140625,0.020132687446475027,-0.02667034558691084,-0.018756357591971754
1717857926370963200,0.919963134765625,0.02656885797381401,-0.012219064777716993,-0.03231209150066133
1717857926381003300,0.930003173828125,0.013251695761084556,-0.015531221533007919,-0.032861085419240404
1717857926391044000,0.940044189453125,0.03525193064510822,-0.01444521639458835,-0.03423104946503881
1717857926401085200,0.950085205078125,0.02941489505469799,-0.019645890310220418,-0.027048179623088798
1717857926411126000,0.9601259765625,0.0033779520004987716,-0.014258132857270537,-0.0376780252808705
1717857926421166000,0.970166015625,0.0042763621449470515,-0.00933547216542065,-0.031830267367046326
1717857926431207200,0.980207275390625,0.011460136169195174,-0.016270532125607133,-0.023288356732111423
1717857926441248300,0.990248291015625,0.044533553731441494,-0.011889978953823446,-0.014898412655340507
1717857926451289000,1.0002890625,0.03974631945490837,-0.015805873755924404,-0.010149199701100587
1717857926461329200,1.0103291015625,0.04169277734756469,-0.01765573940631002,-0.015147103886515833
1717857926471370200,1.020370361328125,0.03960077350437641,-0.03255973241906613,-0.030088095308258195
1717857926481411300,1.030411376953125,0.010420856249332427,-0.01519976108893752,-0.03871759289510082
1717857926491452200,1.0404521484375,-0.000800210466980934,-0.0056964580759406086,-0.03552572891807649
1717857926501492000,1.050491943359375,0.008031915286183357,-0.015984445193223656,-0.04255330316703766
1717857926511533000,1.060532958984375,0.02030336783826351,-0.017508805216290054,-0.06199080229043029
1717857926521574100,1.07057421875,0.023147066831588743,-0.015412600122019648,-0.04574947342642117
1717857926531615000,1.080614990234375,0.02674012288749218,-0.023427893066965043,-0.01960162647680845
