time,seconds_elapsed,dBFS
1717858104332000000,0.037,-57.86042022705078
1717858104447000000,0.152,-59.09785079956055
1717858104547000000,0.252,-55.16872024536133
1717858104647000000,0.352,-57.601348876953125
1717858104747000000,0.452,-59.65810775756836
1717858104847000000,0.552,-55.623355865478516
1717858104963000000,0.668,-58.60683059692383
1717858105064000000,0.769,-59.3864631652832
1717858105164000000,0.869,-58.401126861572266
1717858105264000000,0.969,-60.59831619262695
1717858105363000000,1.068,-55.71744918823242
1717858105464000000,1.169,-57.5529899597168
1717858105563000000,1.268,-59.41676330566406
1717858105664000000,1.369,-59.34539794921875
1717858105763000000,1.468,-33.94923400878906
1717858105863000000,1.568,-38.44963073730469
1717858105963000000,1.668,-41.684383392333984
1717858106080000000,1.785,-45.83277893066406
1717858106179000000,1.884,-49.27240753173828
1717858106287000000,1.992,-52.405433654785156
1717858106396000000,2.101,-55.09091567993164
1717858106513000000,2.218,-57.82362365722656
1717858106612000000,2.317,-55.30302810668945
1717858106712000000,2.417,-33.572608947753906
1717858106812000000,2.517,-37.769371032714844
1717858106912000000,2.617,-40.63373947143555
1717858107012000000,2.717,-44.081825256347656
1717858107112000000,2.817,-47.88185501098633
1717858107212000000,2.917,-50.7605094909668
1717858107319000000,3.024,-53.3350944519043
1717858107428000000,3.133,-51.174156188964844
1717858107528000000,3.233,-53.91744613647461
1717858107628000000,3.333,-52.99118423461914
1717858107728000000,3.433,-54.594818115234375
1717858107845000000,3.55,-37.158363342285156
1717858107945000000,3.65,-40.68178176879883
1717858108045000000,3.75,-43.04541015625
1717858108145000000,3.85,-46.89274978637695
1717858108245000000,3.95,-50.27526092529297
1717858108346000000,4.050999755859375,-52.69587707519531
1717858108460000000,4.165,-55.009647369384766
1717858108560000000,4.265,-53.726749420166016
1717858108661000000,4.366,-55.3189697265625
1717858108760000000,4.465,-22.386383056640625
1717858108861000000,4.566,-26.840808868408203
1717858108978000000,4.682999755859375,-31.357955932617188
1717858109077000000,4.782,-35.23314666748047
1717858109177000000,4.882,-38.997982025146484
1717858109294000000,4.999000244140625,-44.27558135986328
1717858109394000000,5.098999755859375,-48.09157180786133
1717858109493000000,5.198,-50.551918029785156
1717858109593000000,5.298,-52.943145751953125
1717858109693000000,5.398,-54.50199508666992
1717858109793000000,5.498,-21.54203224182129
1717858109910000000,5.615000244140625,-27.43999481201172
1717858110010000000,5.714999755859375,-31.10297203063965
1717858110109000000,5.814,-35.61015701293945
1717858110209000000,5.914,-39.971168518066406
1717858110309000000,6.014,-43.20442199707031
1717858110416000000,6.121,-47.07353210449219
1717858110526000000,6.231000244140625,-50.79591751098633
1717858110626000000,6.330999755859375,-52.65288162231445
1717858110726000000,6.431000244140625,-55.54610824584961
1717858110825000000,6.53,-32.04785919189453
1717858110926000000,6.631000244140625,-35.574954986572266
1717858111025000000,6.73,-38.99243927001953
1717858111125000000,6.83,-42.132293701171875
1717858111225000000,6.93,-45.40232849121094
1717858111342000000,7.047000244140625,-49.3337516784668
1717858111448000000,7.153,-52.21904754638672
1717858111558000000,7.263000244140625,-52.28932571411133
1717858111675000000,7.38,-54.28371047973633
1717858111774000000,7.479000244140625,-52.447792053222656
1717858111874000000,7.578999755859375,-32.78609085083008
1717858111974000000,7.679000244140625,-36.4640998840332
1717858112074000000,7.778999755859375,-39.67279052734375
1717858112174000000,7.879000244140625,-43.26205062866211
1717858112274000000,7.978999755859375,-47.046180725097656
1717858112374000000,8.079000244140625,-49.4410400390625
1717858112491000000,8.196,-52.74128341674805
1717858112590000000,8.295000244140626,-52.61658477783203
1717858112690000000,8.394999755859375,-55.047000885009766
1717858112790000000,8.495000244140625,-55.94380569458008
1717858112907000000,8.612,-31.28462028503418
1717858113006000000,8.711000244140624,-35.526947021484375
1717858113106000000,8.810999755859376,-39.32422637939453
1717858113206000000,8.911000244140626,-42.82047653198242
1717858113306000000,9.010999755859375,-46.70933532714844
1717858113406000000,9.111000244140625,-49.764408111572266
1717858113513000000,9.218,-52.451011657714844
1717858113623000000,9.328,-52.17422103881836
1717858113723000000,9.428,-53.60260009765625
1717858113823000000,9.528,-35.70877456665039
1717858113922000000,9.626999755859375,-39.95872497558594
1717858114022000000,9.727000244140624,-40.24928283691406
1717858114122000000,9.826999755859376,-42.62784194946289
1717858114222000000,9.927000244140626,-46.432716369628906
1717858114322000000,10.026999755859375,-49.17225646972656
1717858114422000000,10.127000244140625,-51.645870208740234
1717858114544000000,10.249,-50.758121490478516
1717858114638000000,10.343000244140624,-51.823631286621094
1717858114738000000,10.442999755859375,-52.5545654296875
1717858114838000000,10.543000244140625,-34.33272933959961
1717858114938000000,10.642999755859375,-37.965572357177734
1717858115038000000,10.743000244140624,-41.09035873413086
1717858115154000000,10.858999755859376,-45.27008819580078
