time,seconds_elapsed,dBFS
1717858363537000000,0.041,-58.039676666259766
1717858363637000000,0.141,-52.669334411621094
1717858363777000000,0.281,-55.799766540527344
1717858363886000000,0.390000244140625,-56.46246337890625
1717858363987000000,0.491,-58.18223571777344
1717858364087000000,0.591,-57.688072204589844
1717858364187000000,0.691,-55.35564041137695
1717858364303000000,0.807,-55.537662506103516
1717858364403000000,0.907,-57.56638717651367
1717858364503000000,1.007,-34.990821838378906
1717858364603000000,1.107,-38.82514190673828
1717858364703000000,1.207,-43.1451416015625
1717858364803000000,1.307,-46.940704345703125
1717858364903000000,1.407,-49.43073272705078
1717858365003000000,1.507,-52.5131721496582
1717858365103000000,1.607,-54.86174774169922
1717858365203000000,1.707,-55.9053955078125
1717858365303000000,1.807,-53.69099807739258
1717858365419000000,1.923,-54.707542419433594
1717858365520000000,2.024,-34.675045013427734
1717858365619000000,2.123,-38.17844772338867
1717858365719000000,2.223,-42.64500045776367
1717858365819000000,2.323,-45.36589813232422
1717858365919000000,2.423,-48.75969314575195
1717858366019000000,2.523,-51.6619758605957
1717858366119000000,2.623,-53.32489776611328
1717858366219000000,2.723,-52.89229965209961
1717858366335000000,2.839,-55.148582458496094
1717858366435000000,2.939,-54.75311279296875
1717858366535000000,3.039,-52.66464614868164
1717858366635000000,3.139,-38.50429916381836
1717858366735000000,3.239,-41.64225769042969
1717858366835000000,3.339,-44.99495315551758
1717858366935000000,3.439,-47.736454010009766
1717858367035000000,3.539,-50.11160659790039
1717858367135000000,3.639,-52.40470504760742
1717858367252000000,3.756,-51.89971923828125
1717858367352000000,3.856,-53.597137451171875
1717858367451000000,3.955,-52.56437683105469
1717858367558000000,4.062000244140625,-53.118072509765625
1717858367668000000,4.172,-52.54119110107422
1717858367784000000,4.288,-36.11152267456055
1717858367884000000,4.388,-39.74818420410156
1717858367984000000,4.488,-43.44779586791992
1717858368084000000,4.588,-47.07851791381836
1717858368184000000,4.688,-49.044586181640625
1717858368284000000,4.788,-51.37379837036133
1717858368384000000,4.888,-52.217098236083984
1717858368484000000,4.988,-52.8652458190918
1717858368601000000,5.105,-53.08088684082031
