time,seconds_elapsed,dBFS
1717857650048000000,0.035,-55.220176696777344
1717857650162000000,0.148999755859375,-50.57204055786133
1717857650262000000,0.249000244140625,-49.003074645996094
1717857650362000000,0.348999755859375,-51.711639404296875
1717857650462000000,0.449000244140625,-49.34209060668945
1717857650562000000,0.548999755859375,-51.34540939331055
1717857650662000000,0.649000244140625,-52.4818000793457
1717857650762000000,0.748999755859375,-53.55142593383789
1717857650862000000,0.849000244140625,-49.732975006103516
1717857650964000000,0.951,-51.32057571411133
1717857651078000000,1.065000244140625,-52.416934967041016
1717857651178000000,1.164999755859375,-50.3410758972168
1717857651278000000,1.265000244140625,-19.819849014282227
1717857651378000000,1.364999755859375,-23.746807098388672
1717857651478000000,1.465000244140625,-28.663490295410156
1717857651578000000,1.564999755859375,-33.46242904663086
1717857651678000000,1.665000244140625,-37.8167839050293
1717857651778000000,1.764999755859375,-41.26967239379883
1717857651877000000,1.864,-44.790504455566406
1717857651999000000,1.986,-48.788963317871094
1717857652094000000,2.081000244140625,-50.08916473388672
1717857652210000000,2.196999755859375,-48.91154098510742
1717857652310000000,2.297000244140625,-18.11343765258789
1717857652427000000,2.414,-24.129953384399414
1717857652527000000,2.514,-28.037837982177734
1717857652627000000,2.614,-32.95812225341797
1717857652727000000,2.714,-37.319950103759766
1717857652827000000,2.814,-40.89390182495117
1717857652927000000,2.914,-44.56676483154297
1717857653032000000,3.019,-47.631874084472656
1717857653143000000,3.13,-48.973873138427734
1717857653243000000,3.23,-31.18117332458496
1717857653343000000,3.33,-35.2464714050293
1717857653443000000,3.43,-38.85348129272461
1717857653542000000,3.529000244140625,-42.679710388183594
1717857653643000000,3.63,-45.98954391479492
1717857653743000000,3.73,-43.32038497924805
1717857653843000000,3.83,-45.77483367919922
1717857653942000000,3.929000244140625,-48.14338684082031
1717857654044000000,4.031,-48.419063568115234
1717857654159000000,4.146,-50.263553619384766
1717857654259000000,4.246,-28.951807022094727
1717857654359000000,4.346,-32.4272575378418
1717857654459000000,4.446,-36.787109375
1717857654558000000,4.545000244140625,-40.73945236206055
1717857654658000000,4.644999755859375,-43.33527755737305
1717857654758000000,4.745000244140625,-45.902198791503906
1717857654876000000,4.863,-48.02791213989258
1717857654992000000,4.979,-49.802852630615234
1717857655098000000,5.084999755859375,-41.990577697753906
1717857655208000000,5.195,-42.83973693847656
1717857655308000000,5.295,-21.7546443939209
1717857655408000000,5.395,-25.640892028808594
1717857655508000000,5.495,-30.411270141601562
1717857655625000000,5.612,-36.04837417602539
1717857655724000000,5.711,-39.19378662109375
1717857655824000000,5.811,-42.96598815917969
1717857655941000000,5.928,-45.370269775390625
1717857656041000000,6.028,-48.072139739990234
1717857656141000000,6.128,-49.28217315673828
1717857656241000000,6.228,-46.74988555908203
1717857656341000000,6.328,-19.460859298706055
1717857656441000000,6.428,-24.385705947875977
1717857656540000000,6.527,-28.323972702026367
1717857656640000000,6.627,-33.20132827758789
1717857656757000000,6.744,-38.23084259033203
1717857656857000000,6.844,-41.351131439208984
1717857656957000000,6.944,-44.19962692260742
1717857657057000000,7.044,-46.805572509765625
1717857657163000000,7.15,-47.51560592651367
1717857657273000000,7.26,-22.866409301757812
1717857657373000000,7.36,-27.232608795166016
1717857657473000000,7.46,-31.042455673217773
1717857657573000000,7.56,-35.5349235534668
1717857657673000000,7.66,-39.875892639160156
1717857657773000000,7.76,-42.83119583129883
1717857657873000000,7.86,-45.88848114013672
1717857657972000000,7.959,-48.21651077270508
1717857658072000000,8.059,-49.47003936767578
1717857658172000000,8.159,-47.171478271484375
1717857658272000000,8.259,-46.33319091796875
1717857658389000000,8.376,-26.258512496948242
1717857658489000000,8.476,-30.849958419799805
1717857658589000000,8.576,-35.566715240478516
1717857658689000000,8.676,-39.06235122680664
1717857658789000000,8.776,-42.7199821472168
1717857658888000000,8.875,-45.32748794555664
1717857658988000000,8.975,-46.87997817993164
1717857659088000000,9.075,-48.781700134277344
1717857659205000000,9.192,-48.159400939941406
1717857659305000000,9.292,-29.603315353393555
1717857659405000000,9.392,-32.38822555541992
1717857659505000000,9.492,-35.727298736572266
1717857659605000000,9.592,-39.915931701660156
1717857659705000000,9.692,-43.51425552368164
1717857659805000000,9.792,-45.597286224365234
1717857659905000000,9.892,-48.34815979003906
1717857660021000000,10.008,-49.1598014831543
1717857660121000000,10.108,-44.371456146240234
1717857660221000000,10.208,-46.5350341796875
1717857660321000000,10.308,-13.247591972351074
1717857660421000000,10.408,-17.032794952392578
1717857660521000000,10.508,-21.854930877685547
1717857660620000000,10.607,-26.789718627929688
1717857660720000000,10.707,-30.501667022705078
1717857660837000000,10.824,-36.04069519042969
1717857660937000000,10.924,-39.4559440612793
1717857661037000000,11.024,-41.840206146240234
1717857661137000000,11.124,-44.63041687011719
1717857661237000000,11.224,-47.07819366455078
1717857661337000000,11.324,-34.05491256713867
1717857661453000000,11.44,-38.08268356323242
1717857661553000000,11.54,-40.98642349243164
1717857661653000000,11.64,-44.247344970703125
1717857661753000000,11.74,-47.110965728759766
1717857661852000000,11.839,-48.864234924316406
1717857661953000000,11.94,-48.83951187133789
1717857662053000000,12.04,-48.76689147949219
1717857662152000000,12.139,-47.267581939697266
1717857662252000000,12.239,-49.676849365234375
1717857662369000000,12.356,-29.64005470275879
1717857662469000000,12.456,-32.8939094543457
1717857662569000000,12.556,-37.115966796875
1717857662669000000,12.656,-41.128421783447266
1717857662768000000,12.755,-43.80893325805664
1717857662868000000,12.855,-46.79609298706055
1717857662969000000,12.956,-47.30402755737305
1717857663069000000,13.056,-49.049537658691406
1717857663185000000,13.172,-47.621402740478516
1717857663285000000,13.272,-49.81648635864258
1717857663385000000,13.372,-28.6260986328125
1717857663484000000,13.471,-32.16417694091797
1717857663584000000,13.571,-36.67112350463867
1717857663701000000,13.688,-40.75835037231445
1717857663817000000,13.804,-44.366275787353516
1717857663917000000,13.904,-45.76188659667969
1717857664017000000,14.004,-47.403770446777344
1717857664134000000,14.121000244140625,-48.38224792480469
1717857664234000000,14.220999755859374,-49.82147979736328
1717857664334000000,14.321000244140626,-48.78538513183594
1717857664434000000,14.420999755859375,-27.003864288330078
1717857664533000000,14.52,-31.613649368286133
1717857664650000000,14.636999755859375,-36.9771614074707
1717857664750000000,14.737000244140624,-39.953182220458984
1717857664850000000,14.836999755859376,-43.24808120727539
1717857664950000000,14.937000244140625,-45.73811721801758
1717857665050000000,15.036999755859375,-47.49208068847656
1717857665150000000,15.137000244140625,-47.94884490966797
1717857665249000000,15.236,-48.223663330078125
1717857665349000000,15.336,-14.267439842224121
1717857665449000000,15.436,-19.131816864013672
1717857665566000000,15.553000244140625,-24.985397338867188
1717857665665000000,15.652,-28.93553924560547
1717857665765000000,15.752,-33.31714630126953
1717857665865000000,15.852,-37.645118713378906
1717857665965000000,15.952,-40.7220344543457
1717857666082000000,16.068999755859377,-45.04286193847656
1717857666182000000,16.169000244140626,-46.8575439453125
1717857666282000000,16.268999755859376,-48.76073455810547
1717857666382000000,16.369000244140626,-22.53697967529297
1717857666482000000,16.468999755859375,-26.29390525817871
1717857666582000000,16.569000244140625,-30.980939865112305
1717857666681000000,16.668,-35.597049713134766
1717857666781000000,16.768,-39.41006851196289
1717857666881000000,16.868,-42.471702575683594
1717857666998000000,16.985000244140625,-45.98837661743164
1717857667098000000,17.084999755859375,-47.81606674194336
1717857667198000000,17.185000244140625,-46.807132720947266
1717857667298000000,17.284999755859374,-48.81214904785156
1717857667397000000,17.384,-18.826770782470703
1717857667497000000,17.484,-23.723731994628906
1717857667597000000,17.584,-28.504196166992188
1717857667698000000,17.684999755859376,-32.310646057128906
1717857667814000000,17.801000244140624,-37.45331954956055
1717857667914000000,17.900999755859374,-41.20838165283203
1717857668013000000,18,-43.426841735839844
1717857668113000000,18.1,-46.08903884887695
1717857668230000000,18.217000244140625,-47.6154670715332
1717857668330000000,18.316999755859374,-47.10148620605469
1717857668447000000,18.434,-30.939191818237305
1717857668546000000,18.532999755859375,-34.52675247192383
1717857668663000000,18.65,-39.548912048339844
1717857668763000000,18.75,-42.613460540771484
1717857668863000000,18.85,-45.745765686035156
1717857668963000000,18.95,-44.265228271484375
1717857669062000000,19.049000244140625,-46.18187713623047
1717857669162000000,19.148999755859375,-45.2153205871582
1717857669262000000,19.249000244140625,-47.69388961791992
1717857669379000000,19.366,-30.345895767211914
1717857669479000000,19.466,-34.66914367675781
1717857669579000000,19.566,-38.81063461303711
1717857669679000000,19.666,-41.9317512512207
1717857669779000000,19.766,-44.8080940246582
1717857669879000000,19.866,-47.42008590698242
1717857669978000000,19.964999755859374,-47.12092590332031
1717857670078000000,20.065000244140624,-49.48667907714844
1717857670195000000,20.182,-48.01303482055664
1717857670295000000,20.282,-48.17054748535156
1717857670395000000,20.382,-33.72321701049805
1717857670495000000,20.482,-38.069244384765625
1717857670595000000,20.582,-41.271026611328125
1717857670694000000,20.681000244140623,-44.44636154174805
1717857670794000000,20.780999755859376,-46.90998077392578
1717857670911000000,20.898,-46.48223876953125
1717857671011000000,20.998,-45.124237060546875
1717857671111000000,21.098,-47.69472122192383
1717857671211000000,21.198,-47.85768508911133
1717857671311000000,21.298,-46.4278450012207
1717857671410000000,21.396999755859376,-26.450780868530273
1717857671510000000,21.497000244140626,-30.19507598876953
1717857671617000000,21.604,-34.835777282714844
1717857671727000000,21.714,-38.928138732910156
1717857671827000000,21.814,-41.90739440917969
1717857671927000000,21.914,-44.616355895996094
1717857672027000000,22.014,-46.57591247558594
1717857672127000000,22.114,-48.70653533935547
1717857672226000000,22.212999755859375,-47.74988555908203
1717857672327000000,22.314,-49.16624069213867
1717857672427000000,22.414,-18.421043395996094
1717857672527000000,22.514,-23.29499626159668
1717857672648000000,22.635,-29.059823989868164
1717857672743000000,22.73,-32.801605224609375
1717857672842000000,22.828999755859375,-37.14311218261719
1717857672942000000,22.929000244140624,-40.45890426635742
1717857673042000000,23.028999755859374,-43.994998931884766
1717857673159000000,23.146,-46.90184020996094
1717857673259000000,23.246,-47.484893798828125
1717857673359000000,23.346,-48.83693313598633
1717857673459000000,23.446,-22.609407424926758
1717857673559000000,23.546,-26.32345962524414
1717857673659000000,23.646,-30.97589874267578
1717857673758000000,23.745000244140623,-35.36067581176758
1717857673858000000,23.844999755859376,-38.571502685546875
1717857673975000000,23.962,-42.48226547241211
1717857674075000000,24.062,-44.75613021850586
1717857674175000000,24.162,-47.20181655883789
1717857674275000000,24.262,-48.576446533203125
1717857674375000000,24.362,-47.71623611450195
1717857674475000000,24.462,-23.043109893798828
1717857674575000000,24.562,-26.927297592163086
1717857674675000000,24.662,-31.570878982543945
1717857674791000000,24.778,-35.81657409667969
1717857674891000000,24.878,-39.86784744262695
1717857674991000000,24.978,-42.388187408447266
1717857675090000000,25.076999755859376,-45.86757278442383
1717857675190000000,25.177000244140626,-48.528480529785156
1717857675290000000,25.276999755859375,-49.77116012573242
1717857675407000000,25.394,-47.542903900146484
1717857675507000000,25.494,-25.349458694458008
1717857675607000000,25.594,-28.98105239868164
1717857675707000000,25.694,-33.533260345458984
1717857675807000000,25.794,-38.03229522705078
1717857675907000000,25.894,-40.984840393066406
1717857676006000000,25.993000244140624,-44.18735885620117
1717857676106000000,26.092999755859374,-47.076351165771484
1717857676223000000,26.21,-49.50523376464844
1717857676323000000,26.31,-47.93421936035156
1717857676423000000,26.41,-46.25985336303711
1717857676523000000,26.51,-22.392574310302734
1717857676623000000,26.61,-26.789335250854492
1717857676722000000,26.708999755859374,-31.250642776489258
1717857676822000000,26.809000244140623,-34.96221160888672
1717857676939000000,26.926,-39.61376190185547
1717857677039000000,27.026,-42.193260192871094
1717857677139000000,27.126,-45.63343811035156
1717857677239000000,27.226,-48.056007385253906
1717857677338000000,27.324999755859373,-45.88134765625
1717857677438000000,27.425000244140627,-47.39012908935547
1717857677538000000,27.524999755859376,-48.086910247802734
1717857677655000000,27.642,-24.194950103759766
1717857677755000000,27.742,-28.790508270263672
1717857677855000000,27.842,-33.474456787109375
1717857677955000000,27.942,-36.78816604614258
1717857678055000000,28.042,-40.565242767333984
1717857678154000000,28.140999755859376,-43.39374923706055
1717857678254000000,28.241000244140626,-45.98567581176758
1717857678354000000,28.340999755859375,-48.972557067871094
1717857678454000000,28.441000244140625,-50.48036575317383
1717857678571000000,28.558,-47.562808990478516
1717857678671000000,28.658,-45.716880798339844
1717857678771000000,28.758,-28.98882293701172
1717857678871000000,28.858,-32.51771926879883
1717857678970000000,28.956999755859375,-36.90437698364258
1717857679087000000,29.074,-41.09101486206055
1717857679187000000,29.174,-44.04820251464844
1717857679287000000,29.274,-46.255859375
1717857679387000000,29.374,-47.93907165527344
1717857679487000000,29.474,-48.18437194824219
1717857679587000000,29.574,-49.78995132446289
1717857679687000000,29.674,-46.940738677978516
1717857679787000000,29.774,-21.119338989257812
1717857679886000000,29.873000244140623,-25.490293502807617
1717857680003000000,29.99,-30.24702262878418
1717857680103000000,30.09,-34.84766387939453
1717857680203000000,30.19,-38.99583435058594
1717857680303000000,30.29,-41.61841583251953
1717857680403000000,30.39,-44.678016662597656
1717857680502000000,30.489000244140627,-46.83943176269531
1717857680602000000,30.588999755859376,-46.075592041015625
1717857680702000000,30.689000244140626,-48.25402069091797
1717857680819000000,30.806,-49.04264450073242
1717857680919000000,30.906,-27.758956909179688
1717857681019000000,31.006,-31.953113555908203
1717857681118000000,31.105000244140626,-36.2181282043457
1717857681218000000,31.204999755859376,-39.62343978881836
1717857681335000000,31.322,-43.49338150024414
1717857681435000000,31.422,-46.15691375732422
1717857681535000000,31.522,-47.314334869384766
1717857681635000000,31.622,-46.52549362182617
1717857681735000000,31.722,-46.86514663696289
1717857681834000000,31.820999755859376,-48.491844177246094
1717857681941000000,31.928,-47.07810592651367
1717857682051000000,32.038,-27.39514923095703
1717857682151000000,32.138,-31.800798416137695
1717857682251000000,32.238,-36.3523063659668
1717857682351000000,32.338,-39.44966506958008
1717857682451000000,32.438,-43.504581451416016
1717857682550000000,32.53700024414063,-45.76229476928711
1717857682650000000,32.63699975585938,-48.35245895385742
1717857682767000000,32.754,-46.41983413696289
1717857682867000000,32.854,-47.8975715637207
1717857682973000000,32.96,-25.789663314819336
1717857683083000000,33.07,-29.750328063964844
1717857683200000000,33.187,-34.03141403198242
1717857683300000000,33.287,-38.142147064208984
1717857683400000000,33.387,-41.3435173034668
1717857683499000000,33.486,-44.18510818481445
1717857683599000000,33.586,-46.8211784362793
1717857683699000000,33.686,-46.936912536621094
1717857683816000000,33.803,-48.76034164428711
1717857683916000000,33.903,-48.344966888427734
1717857684016000000,34.003,-49.8388671875
1717857684115000000,34.102,-22.209869384765625
1717857684215000000,34.202,-26.7836856842041
1717857684316000000,34.303,-30.48147201538086
1717857684415000000,34.402,-35.085662841796875
1717857684532000000,34.519,-39.882381439208984
1717857684632000000,34.619,-42.94610595703125
1717857684732000000,34.719,-45.593101501464844
1717857684832000000,34.819,-46.74818420410156
1717857684932000000,34.919,-47.126522064208984
1717857685038000000,35.02500024414063,-46.50213623046875
1717857685148000000,35.135,-24.49809455871582
1717857685248000000,35.235,-29.244291305541992
1717857685348000000,35.335,-33.8533935546875
1717857685448000000,35.435,-37.30832290649414
1717857685548000000,35.535,-41.739784240722656
1717857685647000000,35.634,-44.070716857910156
1717857685747000000,35.734,-46.866851806640625
1717857685864000000,35.851,-45.917991638183594
1717857685964000000,35.951,-46.09922790527344
1717857686070000000,36.057000244140625,-31.153776168823242
1717857686180000000,36.167,-34.23470687866211
1717857686297000000,36.284,-38.32002258300781
1717857686397000000,36.384,-42.05872344970703
1717857686497000000,36.484,-45.09861755371094
1717857686596000000,36.583,-46.20306396484375
1717857686696000000,36.683,-46.38167953491211
1717857686796000000,36.783,-48.8813591003418
1717857686913000000,36.9,-49.754539489746094
1717857687013000000,37,-48.377498626708984
1717857687113000000,37.1,-27.09047508239746
1717857687212000000,37.199,-30.548086166381836
1717857687312000000,37.299,-34.97663116455078
1717857687429000000,37.416,-39.23289489746094
1717857687528000000,37.515,-43.270484924316406
1717857687629000000,37.616,-46.09543228149414
1717857687729000000,37.716,-46.76169204711914
1717857687829000000,37.816,-48.614227294921875
1717857687929000000,37.916,-50.00444793701172
1717857688028000000,38.015,-48.20051956176758
1717857688135000000,38.122,-21.169382095336914
1717857688245000000,38.232,-26.403108596801758
1717857688345000000,38.332,-30.17943000793457
1717857688445000000,38.432,-34.4970588684082
1717857688545000000,38.532,-38.80222702026367
1717857688644000000,38.631,-41.52879333496094
1717857688744000000,38.731,-44.949378967285156
1717857688861000000,38.848,-47.07302474975586
1717857688961000000,38.948,-49.64677810668945
1717857689061000000,39.048,-47.4254035949707
1717857689168000000,39.155,-46.741207122802734
1717857689277000000,39.264,-26.061256408691406
1717857689377000000,39.364,-30.709735870361328
1717857689477000000,39.464,-34.27314758300781
1717857689577000000,39.564,-38.594032287597656
1717857689678000000,39.66500024414062,-42.46146011352539
1717857689793000000,39.78,-44.169532775878906
1717857689910000000,39.89700024414063,-47.54347229003906
1717857690010000000,39.99699975585938,-48.858642578125
1717857690110000000,40.097000244140624,-50.423946380615234
1717857690210000000,40.19699975585937,-13.329865455627441
1717857690309000000,40.296,-16.905012130737305
1717857690409000000,40.396,-21.73249626159668
1717857690509000000,40.496,-26.672693252563477
1717857690626000000,40.61299975585938,-31.327194213867188
1717857690726000000,40.71300024414062,-35.85588073730469
1717857690826000000,40.81299975585937,-39.733970642089844
1717857690926000000,40.913000244140626,-42.836429595947266
1717857691026000000,41.012999755859376,-45.44961166381836
1717857691125000000,41.112,-48.14944839477539
1717857691233000000,41.22,-49.34931564331055
1717857691342000000,41.32900024414062,-22.42817497253418
1717857691442000000,41.42899975585937,-25.93085289001465
1717857691542000000,41.529000244140626,-30.730907440185547
1717857691642000000,41.628999755859375,-35.231712341308594
1717857691741000000,41.728,-39.44258499145508
1717857691842000000,41.82899975585938,-42.188899993896484
1717857691941000000,41.928,-44.94826889038086
1717857692041000000,42.028,-47.609901428222656
1717857692141000000,42.128,-47.49951934814453
1717857692263000000,42.25,-49.718326568603516
1717857692358000000,42.34500024414063,-22.61688995361328
1717857692474000000,42.460999755859376,-28.130178451538086
1717857692574000000,42.56100024414062,-32.79564666748047
